# x numerical_df exact_df error_df numerical_d2f exact_d2f error_d2f
   6.283185307179587E-02    9.973701827725034E-01    9.980267284282716E-01    6.565456557681149E-04   -6.276986499457310E-02   -6.279051952931337E-02    2.065453474027479E-05
   1.256637061435917E-01    9.914620448488564E-01    9.921147013144779E-01    6.526564656215150E-04   -1.252920060088525E-01   -1.253332335643043E-01    4.122755545174495E-05
   1.884955592153876E-01    9.816410591901132E-01    9.822872507286887E-01    6.461915385754802E-04   -1.873196767158623E-01   -1.873813145857246E-01    6.163786986229658E-05
   2.513274122871835E-01    9.679459847398876E-01    9.685831611286311E-01    6.371763887434989E-04   -2.486080822371249E-01   -2.486898871648548E-01    8.180492772991155E-05
   3.141592653589793E-01    9.504308697003502E-01    9.510565162951535E-01    6.256465948033529E-04   -3.089153452359928E-01   -3.090169943749474E-01    1.016491389545515E-04
   3.769911184307752E-01    9.291648382286682E-01    9.297764858882513E-01    6.116476595831033E-04   -3.680034604972322E-01   -3.681245526846780E-01    1.210921874457704E-04
   4.398229715025711E-01    9.042318176355317E-01    9.048270524660195E-01    5.952348304877342E-04   -4.256392342246784E-01   -4.257792915650727E-01    1.400573403942951E-04
   5.026548245743669E-01    8.757302071624111E-01    8.763066800438636E-01    5.764728814524611E-04   -4.815952043506990E-01   -4.817536741017153E-01    1.584697510162991E-04
   5.654866776461628E-01    8.437724896446955E-01    8.443279255020151E-01    5.554358573195417E-04   -5.356505382250798E-01   -5.358267949789967E-01    1.762567539168591E-04
   6.283185307179586E-01    8.084847875933345E-01    8.090169943749475E-01    5.322067816129206E-04   -5.875919041405407E-01   -5.877852522924731E-01    1.933481519323932E-04
   6.911503837897546E-01    7.700063654469089E-01    7.705132427757891E-01    5.068773288802175E-04   -6.372143132555178E-01   -6.374239897486897E-01    2.096764931719397E-04
   7.539822368615504E-01    7.284890799585109E-01    7.289686274214116E-01    4.795474629006868E-04   -6.843219285916783E-01   -6.845471059286887E-01    2.251773370104404E-04
   8.168140899333463E-01    6.840967808865185E-01    6.845471059286886E-01    4.503250421701299E-04   -7.287288379125881E-01   -7.289686274214116E-01    2.397895088234181E-04
   8.796459430051422E-01    6.370046643544580E-01    6.374239897486896E-01    4.193253942316177E-04   -7.702597874348103E-01   -7.705132427757893E-01    2.534553409789808E-04
   9.424777960769380E-01    5.873985814319390E-01    5.877852522924730E-01    3.866708605340108E-04   -8.087508734742616E-01   -8.090169943749475E-01    2.661209006858956E-04
   1.005309649148734E+00    5.354743046653945E-01    5.358267949789965E-01    3.524903136020718E-04   -8.440501892991817E-01   -8.443279255020151E-01    2.777362028333341E-04
   1.068141502220530E+00    4.814367554532744E-01    4.817536741017152E-01    3.169186484408004E-04   -8.760184246369132E-01   -8.763066800438637E-01    2.882554069505439E-04
   1.130973355292326E+00    4.254991953149122E-01    4.257792915650727E-01    2.800962501604554E-04   -9.045294154672422E-01   -9.048270524660196E-01    2.976369987773841E-04
   1.193805208364122E+00    3.678823842447333E-01    3.681245526846779E-01    2.421684399445678E-04   -9.294706419349206E-01   -9.297764858882515E-01    3.058439533308865E-04
   1.256637061435917E+00    3.088137094734150E-01    3.090169943749475E-01    2.032849015324856E-04   -9.507436724136478E-01   -9.510565162951535E-01    3.128438815057644E-04
   1.319468914507713E+00    2.485262880743694E-01    2.486898871648547E-01    1.635990904853002E-04   -9.682645519707924E-01   -9.685831611286311E-01    3.186091578386563E-04
   1.382300767579509E+00    1.872580469571548E-01    1.873813145857245E-01    1.232676285697343E-04   -9.819641336993724E-01   -9.822872507286887E-01    3.231170293163110E-04
   1.445132620651305E+00    1.252507838786640E-01    1.253332335643043E-01    8.244968564027899E-05   -9.917883516089605E-01   -9.921147013144779E-01    3.263497055173703E-04
   1.507964473723101E+00    6.274921317784353E-02    6.279051952931330E-02    4.130635146977479E-05   -9.976984339996701E-01   -9.980267284282716E-01    3.282944286014944E-04
   1.570796326794897E+00    0.000000000000000E+00   -1.608122649676636E-16    1.608122649676636E-16   -9.996710564765093E-01   -1.000000000000000E+00    3.289435234906657E-04
   1.633628179866693E+00   -6.274921317784442E-02   -6.279051952931340E-02    4.130635146898376E-05   -9.976984339996982E-01   -9.980267284282716E-01    3.282944285734057E-04
   1.696460032938488E+00   -1.252507838786640E-01   -1.253332335643044E-01    8.244968564039001E-05   -9.917883516089042E-01   -9.921147013144778E-01    3.263497055735476E-04
   1.759291886010284E+00   -1.872580469571539E-01   -1.873813145857248E-01    1.232676285709278E-04   -9.819641336993443E-01   -9.822872507286886E-01    3.231170293442887E-04
   1.822123739082080E+00   -2.485262880743694E-01   -2.486898871648549E-01    1.635990904854112E-04   -9.682645519707924E-01   -9.685831611286311E-01    3.186091578386563E-04
   1.884955592153876E+00   -3.088137094734150E-01   -3.090169943749476E-01    2.032849015325966E-04   -9.507436724136478E-01   -9.510565162951535E-01    3.128438815057644E-04
   1.947787445225672E+00   -3.678823842447342E-01   -3.681245526846780E-01    2.421684399437907E-04   -9.294706419348925E-01   -9.297764858882513E-01    3.058439533588642E-04
   2.010619298297468E+00   -4.254991953149122E-01   -4.257792915650727E-01    2.800962501605109E-04   -9.045294154672422E-01   -9.048270524660195E-01    2.976369987772731E-04
   2.073451151369264E+00   -4.814367554532744E-01   -4.817536741017154E-01    3.169186484410780E-04   -8.760184246368569E-01   -8.763066800438635E-01    2.882554070066101E-04
   2.136283004441060E+00   -5.354743046653945E-01   -5.358267949789969E-01    3.524903136024049E-04   -8.440501892992380E-01   -8.443279255020150E-01    2.777362027769348E-04
