# x function numerical_derivative exact_derivative error
   0.000000000000000E+00    0.000000000000000E+00    1.001314129707179E+00    1.000000000000000E+00    1.314129707179035E-03
   6.283185307179587E-02    6.279051952931337E-02    9.973701827725034E-01    9.980267284282716E-01    6.565456557681149E-04
   1.256637061435917E-01    1.253332335643043E-01    9.914620448488566E-01    9.921147013144777E-01    6.526564656210709E-04
   1.884955592153876E-01    1.873813145857247E-01    9.816410591901137E-01    9.822872507286886E-01    6.461915385749251E-04
   2.513274122871835E-01    2.486898871648549E-01    9.679459847398878E-01    9.685831611286313E-01    6.371763887434989E-04
   3.141592653589793E-01    3.090169943749475E-01    9.504308697003505E-01    9.510565162951536E-01    6.256465948031309E-04
   3.769911184307752E-01    3.681245526846780E-01    9.291648382286678E-01    9.297764858882512E-01    6.116476595834364E-04
   4.398229715025711E-01    4.257792915650727E-01    9.042318176355313E-01    9.048270524660194E-01    5.952348304880672E-04
   5.026548245743669E-01    4.817536741017153E-01    8.757302071624102E-01    8.763066800438635E-01    5.764728814532383E-04
   5.654866776461628E-01    5.358267949789965E-01    8.437724896446951E-01    8.443279255020151E-01    5.554358573199858E-04
   6.283185307179586E-01    5.877852522924730E-01    8.084847875933363E-01    8.090169943749476E-01    5.322067816112552E-04
   6.911503837897546E-01    6.374239897486897E-01    7.700063654469107E-01    7.705132427757894E-01    5.068773288786632E-04
   7.539822368615504E-01    6.845471059286887E-01    7.284890799585118E-01    7.289686274214117E-01    4.795474628999097E-04
   8.168140899333463E-01    7.289686274214117E-01    6.840967808865194E-01    6.845471059286887E-01    4.503250421693528E-04
   8.796459430051422E-01    7.705132427757894E-01    6.370046643544580E-01    6.374239897486896E-01    4.193253942316177E-04
   9.424777960769380E-01    8.090169943749476E-01    5.873985814319381E-01    5.877852522924730E-01    3.866708605348990E-04
   1.005309649148734E+00    8.443279255020151E-01    5.354743046653927E-01    5.358267949789965E-01    3.524903136038482E-04
   1.068141502220530E+00    8.763066800438636E-01    4.814367554532726E-01    4.817536741017152E-01    3.169186484425768E-04
   1.130973355292326E+00    9.048270524660194E-01    4.254991953149113E-01    4.257792915650727E-01    2.800962501613435E-04
   1.193805208364122E+00    9.297764858882513E-01    3.678823842447351E-01    3.681245526846779E-01    2.421684399428470E-04
   1.256637061435917E+00    9.510565162951536E-01    3.088137094734167E-01    3.090169943749475E-01    2.032849015307647E-04
   1.319468914507713E+00    9.685831611286313E-01    2.485262880743686E-01    2.486898871648548E-01    1.635990904862161E-04
   1.382300767579509E+00    9.822872507286887E-01    1.872580469571512E-01    1.873813145857245E-01    1.232676285732870E-04
   1.445132620651305E+00    9.921147013144777E-01    1.252507838786640E-01    1.253332335643043E-01    8.244968564027899E-05
   1.507964473723101E+00    9.980267284282717E-01    6.274921317784442E-02    6.279051952931329E-02    4.130635146887274E-05
   1.570796326794897E+00    9.999999999999999E-01    0.000000000000000E+00   -1.608122649676637E-16    1.608122649676637E-16
   1.633628179866693E+00    9.980267284282717E-01   -6.274921317784442E-02   -6.279051952931340E-02    4.130635146898376E-05
   1.696460032938488E+00    9.921147013144777E-01   -1.252507838786640E-01   -1.253332335643044E-01    8.244968564039001E-05
   1.759291886010284E+00    9.822872507286887E-01   -1.872580469571512E-01   -1.873813145857249E-01    1.232676285736201E-04
   1.822123739082080E+00    9.685831611286313E-01   -2.485262880743686E-01   -2.486898871648549E-01    1.635990904863271E-04
   1.884955592153876E+00    9.510565162951536E-01   -3.088137094734167E-01   -3.090169943749476E-01    2.032849015308758E-04
   1.947787445225672E+00    9.297764858882513E-01   -3.678823842447351E-01   -3.681245526846780E-01    2.421684399429580E-04
   2.010619298297468E+00    9.048270524660194E-01   -4.254991953149122E-01   -4.257792915650728E-01    2.800962501605664E-04
   2.073451151369264E+00    8.763066800438635E-01   -4.814367554532735E-01   -4.817536741017153E-01    3.169186484418551E-04
   2.136283004441060E+00    8.443279255020150E-01   -5.354743046653918E-01   -5.358267949789968E-01    3.524903136049584E-04
   2.199114857512855E+00    8.090169943749476E-01   -5.873985814319372E-01   -5.877852522924729E-01    3.866708605356761E-04
   2.261946710584651E+00    7.705132427757894E-01   -6.370046643544589E-01   -6.374239897486896E-01    4.193253942307296E-04
   2.324778563656447E+00    7.289686274214116E-01   -6.840967808865211E-01   -6.845471059286887E-01    4.503250421675764E-04
   2.387610416728243E+00    6.845471059286885E-01   -7.284890799585134E-01   -7.289686274214117E-01    4.795474628982443E-04
   2.450442269800039E+00    6.374239897486894E-01   -7.700063654469080E-01   -7.705132427757895E-01    5.068773288814388E-04
   2.513274122871834E+00    5.877852522924731E-01   -8.084847875933336E-01   -8.090169943749475E-01    5.322067816138087E-04
   2.576105975943630E+00    5.358267949789965E-01   -8.437724896446968E-01   -8.443279255020151E-01    5.554358573183205E-04
   2.638937829015426E+00    4.817536741017152E-01   -8.757302071624120E-01   -8.763066800438636E-01    5.764728814515729E-04
   2.701769682087222E+00    4.257792915650725E-01   -9.042318176355326E-01   -9.048270524660195E-01    5.952348304868460E-04
   2.764601535159018E+00    3.681245526846778E-01   -9.291648382286687E-01   -9.297764858882515E-01    6.116476595827702E-04
   2.827433388230814E+00    3.090169943749471E-01   -9.504308697003484E-01   -9.510565162951539E-01    6.256465948054624E-04
   2.890265241302610E+00    2.486898871648549E-01   -9.679459847398858E-01   -9.685831611286313E-01    6.371763887454973E-04
   2.953097094374406E+00    1.873813145857246E-01   -9.816410591901150E-01   -9.822872507286886E-01    6.461915385735928E-04
   3.015928947446202E+00    1.253332335643041E-01   -9.914620448488578E-01   -9.921147013144778E-01    6.526564656199607E-04
   3.078760800517998E+00    6.279051952931314E-02   -9.973701827725048E-01   -9.980267284282716E-01    6.565456557667826E-04
   3.141592653589794E+00   -3.216245299353273E-16   -9.993421562398390E-01   -1.000000000000000E+00    6.578437601609810E-04
   3.204424506661589E+00   -6.279051952931333E-02   -9.973701827725012E-01   -9.980267284282717E-01    6.565456557704463E-04
   3.267256359733385E+00   -1.253332335643043E-01   -9.914620448488580E-01   -9.921147013144777E-01    6.526564656196276E-04
   3.330088212805181E+00   -1.873813145857248E-01   -9.816410591901148E-01   -9.822872507286886E-01    6.461915385738148E-04
   3.392920065876977E+00   -2.486898871648550E-01   -9.679459847398894E-01   -9.685831611286312E-01    6.371763887418336E-04
   3.455751918948773E+00   -3.090169943749478E-01   -9.504308697003516E-01   -9.510565162951535E-01    6.256465948019097E-04
   3.518583772020569E+00   -3.681245526846784E-01   -9.291648382286651E-01   -9.297764858882512E-01    6.116476595861009E-04
   3.581415625092364E+00   -4.257792915650727E-01   -9.042318176355291E-01   -9.048270524660194E-01    5.952348304902877E-04
   3.644247478164160E+00   -4.817536741017153E-01   -8.757302071624120E-01   -8.763066800438635E-01    5.764728814514619E-04
   3.707079331235956E+00   -5.358267949789968E-01   -8.437724896446963E-01   -8.443279255020150E-01    5.554358573186535E-04
   3.769911184307752E+00   -5.877852522924732E-01   -8.084847875933363E-01   -8.090169943749473E-01    5.322067816110332E-04
   3.832743037379548E+00   -6.374239897486900E-01   -7.700063654469089E-01   -7.705132427757891E-01    5.068773288802175E-04
   3.895574890451344E+00   -6.845471059286887E-01   -7.284890799585100E-01   -7.289686274214117E-01    4.795474629016860E-04
   3.958406743523140E+00   -7.289686274214117E-01   -6.840967808865203E-01   -6.845471059286886E-01    4.503250421683536E-04
   4.021238596594936E+00   -7.705132427757895E-01   -6.370046643544571E-01   -6.374239897486895E-01    4.193253942323949E-04
   4.084070449666731E+00   -8.090169943749475E-01   -5.873985814319390E-01   -5.877852522924732E-01    3.866708605342328E-04
   4.146902302738527E+00   -8.443279255020153E-01   -5.354743046653927E-01   -5.358267949789962E-01    3.524903136035151E-04
   4.209734155810323E+00   -8.763066800438635E-01   -4.814367554532726E-01   -4.817536741017153E-01    3.169186484426878E-04
   4.272566008882119E+00   -9.048270524660196E-01   -4.254991953149122E-01   -4.257792915650722E-01    2.800962501599558E-04
   4.335397861953915E+00   -9.297764858882513E-01   -3.678823842447333E-01   -3.681245526846778E-01    2.421684399445123E-04
   4.398229715025710E+00   -9.510565162951536E-01   -3.088137094734167E-01   -3.090169943749476E-01    2.032849015308758E-04
   4.461061568097507E+00   -9.685831611286313E-01   -2.485262880743686E-01   -2.486898871648545E-01    1.635990904858831E-04
   4.523893421169302E+00   -9.822872507286887E-01   -1.872580469571512E-01   -1.873813145857247E-01    1.232676285734258E-04
   4.586725274241099E+00   -9.921147013144777E-01   -1.252507838786640E-01   -1.253332335643037E-01    8.244968563975164E-05
   4.649557127312894E+00   -9.980267284282717E-01   -6.274921317784531E-02   -6.279051952931319E-02    4.130635146788741E-05
   4.712388980384690E+00   -1.000000000000000E+00    0.000000000000000E+00   -1.836970198721030E-16    1.836970198721030E-16
   4.775220833456486E+00   -9.980267284282717E-01    6.274921317784531E-02    6.279051952931372E-02    4.130635146841477E-05
   4.838052686528282E+00   -9.921147013144777E-01    1.252507838786649E-01    1.253332335643042E-01    8.244968563936306E-05
   4.900884539600078E+00   -9.822872507286886E-01    1.872580469571521E-01    1.873813145857252E-01    1.232676285730372E-04
   4.963716392671873E+00   -9.685831611286312E-01    2.485262880743677E-01    2.486898871648550E-01    1.635990904872986E-04
   5.026548245743669E+00   -9.510565162951536E-01    3.088137094734167E-01    3.090169943749473E-01    2.032849015305427E-04
   5.089380098815465E+00   -9.297764858882512E-01    3.678823842447351E-01    3.681245526846783E-01    2.421684399432356E-04
   5.152211951887261E+00   -9.048270524660194E-01    4.254991953149131E-01    4.257792915650727E-01    2.800962501595672E-04
   5.215043804959057E+00   -8.763066800438633E-01    4.814367554532735E-01    4.817536741017157E-01    3.169186484421882E-04
   5.277875658030853E+00   -8.443279255020150E-01    5.354743046653936E-01    5.358267949789967E-01    3.524903136030710E-04
   5.340707511102649E+00   -8.090169943749471E-01    5.873985814319390E-01    5.877852522924736E-01    3.866708605345659E-04
   5.403539364174445E+00   -7.705132427757891E-01    6.370046643544545E-01    6.374239897486899E-01    4.193253942353925E-04
   5.466371217246240E+00   -7.289686274214117E-01    6.840967808865211E-01    6.845471059286886E-01    4.503250421674654E-04
   5.529203070318037E+00   -6.845471059286883E-01    7.284890799585134E-01    7.289686274214119E-01    4.795474628984664E-04
   5.592034923389832E+00   -6.374239897486895E-01    7.700063654469116E-01    7.705132427757894E-01    5.068773288777750E-04
   5.654866776461628E+00   -5.877852522924725E-01    8.084847875933372E-01    8.090169943749479E-01    5.322067816107001E-04
   5.717698629533424E+00   -5.358267949789962E-01    8.437724896446906E-01    8.443279255020153E-01    5.554358573246487E-04
   5.780530482605220E+00   -4.817536741017153E-01    8.757302071624116E-01    8.763066800438635E-01    5.764728814519060E-04
   5.843362335677016E+00   -4.257792915650722E-01    9.042318176355326E-01    9.048270524660196E-01    5.952348304869570E-04
   5.906194188748811E+00   -3.681245526846779E-01    9.291648382286687E-01    9.297764858882513E-01    6.116476595826592E-04
   5.969026041820608E+00   -3.090169943749468E-01    9.504308697003518E-01    9.510565162951539E-01    6.256465948020207E-04
   6.031857894892403E+00   -2.486898871648545E-01    9.679459847398826E-01    9.685831611286313E-01    6.371763887487170E-04
   6.094689747964199E+00   -1.873813145857247E-01    9.816410591901148E-01    9.822872507286886E-01    6.461915385738148E-04
   6.157521601035995E+00   -1.253332335643038E-01    9.914620448488579E-01    9.921147013144777E-01    6.526564656197387E-04
   6.220353454107791E+00   -6.279051952931326E-02    9.973701827725048E-01    9.980267284282717E-01    6.565456557668936E-04
   6.283185307179587E+00    6.432490598706546E-16    1.001314129707195E+00    1.000000000000000E+00    1.314129707194578E-03
