# x numerical exact absolute_error
   0.000000000000000E+00   5.000000000000000E-01   5.000000000000000E-01   0.000000000000000E+00
   1.000000000000000E-01   6.572500000000000E-01   6.574145409621763E-01   1.645409621763294E-04
   2.000000000000000E-01   8.289612500000000E-01   8.292986209199150E-01   3.373709199150365E-04
   3.000000000000000E-01   1.014552181250000E+00   1.015070596211999E+00   5.184149619985590E-04
   4.000000000000000E-01   1.213380160281250E+00   1.214087651179365E+00   7.074908981146155E-04
   5.000000000000000E-01   1.424735077110781E+00   1.425639364649936E+00   9.042875391547245E-04
   6.000000000000000E-01   1.647832260207413E+00   1.648940599804746E+00   1.108339597332808E-03
   7.000000000000000E-01   1.881804647529191E+00   1.883123646264761E+00   1.318998735569954E-03
   7.999999999999999E-01   2.125694135519757E+00   2.127229535753766E+00   1.535400234009110E-03
   8.999999999999999E-01   2.378442019749331E+00   2.380198444421525E+00   1.756424672194612E-03
   9.999999999999999E-01   2.638878431823010E+00   2.640859085770478E+00   1.980653947467381E-03
   1.100000000000000E+00   2.905710667164426E+00   2.907916988026782E+00   2.206320862355948E-03
   1.200000000000000E+00   3.177510287216691E+00   3.179941538631727E+00   2.431251415035973E-03
   1.300000000000000E+00   3.452698867374444E+00   3.455351666190377E+00   2.652798815933277E-03
   1.400000000000000E+00   3.729532248448760E+00   3.732400016577664E+00   2.867768128903769E-03
   1.500000000000000E+00   4.006083134535880E+00   4.009155464830967E+00   3.072330295087689E-03
   1.600000000000000E+00   4.280221863662147E+00   4.283483787802444E+00   3.261924140296912E-03
   1.700000000000000E+00   4.549595159346673E+00   4.553026304136401E+00   3.431144789727725E-03
   1.800000000000000E+00   4.811602651078073E+00   4.815176267793530E+00   3.573616715456751E-03
   1.900000000000001E+00   5.063370929441271E+00   5.067052778860365E+00   3.681849419094441E-03
   2.000000000000000E+00   5.301724877032604E+00   5.305471950534677E+00   3.747073502073484E-03
