# iteration a b c f(c) error
     1    1.00000000000000E+00    2.00000000000000E+00    1.33333333333333E+00   -9.62962962962963E-01    3.33333333333333E-01
     2    1.33333333333333E+00    2.00000000000000E+00    1.46268656716418E+00   -3.33338874795104E-01    1.29353233830846E-01
     3    1.46268656716418E+00    2.00000000000000E+00    1.50401900394995E+00   -1.01817976603889E-01    4.13324367857699E-02
     4    1.50401900394995E+00    2.00000000000000E+00    1.51633056476026E+00   -2.98948044192711E-02    1.23115608103141E-02
     5    1.51633056476026E+00    2.00000000000000E+00    1.51991855002336E+00   -8.67506585052213E-03    3.58798526309267E-03
     6    1.51991855002336E+00    2.00000000000000E+00    1.52095748137193E+00   -2.50880513518070E-03    1.03893134857480E-03
     7    1.52095748137193E+00    2.00000000000000E+00    1.52125774912629E+00   -7.24822778636725E-04    3.00267754355099E-04
     8    1.52125774912629E+00    2.00000000000000E+00    1.52134448423152E+00   -2.09349867058561E-04    8.67351052373788E-05
     9    1.52134448423152E+00    2.00000000000000E+00    1.52136953453760E+00   -6.04613325294601E-05    2.50503060785778E-05
    10    1.52136953453760E+00    2.00000000000000E+00    1.52137676908718E+00   -1.74611318253248E-05    7.23454958029279E-06
    11    1.52137676908718E+00    2.00000000000000E+00    1.52137885840389E+00   -5.04271099877052E-06    2.08931671186185E-06
    12    1.52137885840389E+00    2.00000000000000E+00    1.52137946179016E+00   -1.45631359682596E-06    6.03386262953975E-07
    13    1.52137946179016E+00    2.00000000000000E+00    1.52137963604549E+00   -4.20576961701613E-07    1.74255335938511E-07
    14    1.52137963604549E+00    2.00000000000000E+00    1.52137968636966E+00   -1.21460757895875E-07    5.03241692761947E-08
    15    1.52137968636966E+00    2.00000000000000E+00    1.52137970090306E+00   -3.50773252666414E-08    1.45333960421823E-08
    16    1.52137970090306E+00    2.00000000000000E+00    1.52137970510024E+00   -1.01301731447734E-08    4.19718015898241E-09
    17    1.52137970510024E+00    2.00000000000000E+00    1.52137970631236E+00   -2.92554891423435E-09    1.21212662129722E-09
    18    1.52137970631236E+00    2.00000000000000E+00    1.52137970666242E+00   -8.44884828765657E-10    3.50056872377991E-10
    19    1.52137970666242E+00    2.00000000000000E+00    1.52137970676352E+00   -2.44000375460018E-10    1.01094466131713E-10
    20    1.52137970676352E+00    2.00000000000000E+00    1.52137970679271E+00   -7.04660774175636E-11    2.91959789677776E-11
