# n  trapezoidal_error  simpson_error
       2      1.545388098386E-02      3.562960970833E-04
       4      3.840035012046E-03      3.124697856016E-05
       8      9.585179667320E-04      1.987715039564E-06
      16      2.395360242056E-04      1.246233032326E-07
      32      5.987816013275E-05      7.794557888019E-09
      64      1.496917459909E-05      4.872452441518E-10
     128      3.742270809126E-06      3.045397267698E-11
     256      9.355662745625E-07      1.903477375720E-12
