    0.00000000000000E+00    0.00000000000000E+00    0.00000000000000E+00
    3.75000000000000E-03    6.70519516900416E-03    7.49149701106908E-03
    7.50000000000000E-03    1.34099605955868E-02    1.49657267108056E-02
    1.12500000000000E-02    2.01138665373264E-02    2.24222985073084E-02
    1.50000000000000E-02    2.68164832518014E-02    2.98608237009794E-02
    1.87500000000000E-02    3.35173809965903E-02    3.72809155026007E-02
    2.25000000000000E-02    4.02161300292717E-02    4.46821890512635E-02
    2.62500000000000E-02    4.69123006074239E-02    5.20642614321439E-02
    3.00000000000000E-02    5.36054629886254E-02    5.94267516941284E-02
    3.37500000000000E-02    6.02951874304548E-02    6.67692808672863E-02
    3.75000000000000E-02    6.69810441904905E-02    7.40914719801888E-02
    4.12500000000000E-02    7.36626035263109E-02    8.13929500770753E-02
    4.50000000000000E-02    8.03394356954946E-02    8.86733422348643E-02
    4.87500000000000E-02    8.70111109556201E-02    9.59322775800097E-02
    5.25000000000000E-02    9.36771995642658E-02    1.03169387305202E-01
    5.62500000000000E-02    1.00337271779010E-01    1.10384304685911E-01
    6.00000000000000E-02    1.06990897857432E-01    1.17576665096776E-01
    6.37500000000000E-02    1.13637648057109E-01    1.24746106027835E-01
    6.75000000000000E-02    1.20277092635620E-01    1.31892267100594E-01
    7.12500000000000E-02    1.26908801850544E-01    1.39014790083947E-01
    7.50000000000000E-02    1.33532345959459E-01    1.46113318909923E-01
    7.87500000000000E-02    1.40147295219944E-01    1.53187499689286E-01
    8.25000000000000E-02    1.46753219889576E-01    1.60236980726968E-01
    8.62500000000000E-02    1.53349690225936E-01    1.67261412537341E-01
    9.00000000000000E-02    1.59936276486600E-01    1.74260447859333E-01
    9.37500000000000E-02    1.66512548929147E-01    1.81233741671375E-01
    9.75000000000000E-02    1.73078077811157E-01    1.88180951206194E-01
    1.01250000000000E-01    1.79632433390207E-01    1.95101735965435E-01
    1.05000000000000E-01    1.86175185923876E-01    2.01995757734123E-01
    1.08750000000000E-01    1.92705905669742E-01    2.08862680594966E-01
    1.12500000000000E-01    1.99224162885384E-01    2.15702170942486E-01
    1.16250000000000E-01    2.05729527828381E-01    2.22513897496991E-01
    1.20000000000000E-01    2.12221570756310E-01    2.29297531318380E-01
    1.23750000000000E-01    2.18699861926751E-01    2.36052745819781E-01
    1.27500000000000E-01    2.25163971597281E-01    2.42779216781026E-01
    1.31250000000000E-01    2.31613470025480E-01    2.49476622361961E-01
    1.35000000000000E-01    2.38047927468925E-01    2.56144643115580E-01
    1.38750000000000E-01    2.44466914185196E-01    2.62782962001009E-01
    1.42500000000000E-01    2.50870000431870E-01    2.69391264396302E-01
    1.46250000000000E-01    2.57256756466527E-01    2.75969238111088E-01
    1.50000000000000E-01    2.63626752546744E-01    2.82516573399038E-01
    1.53750000000000E-01    2.69979558930100E-01    2.89032962970166E-01
    1.57500000000000E-01    2.76314745874174E-01    2.95518102002965E-01
    1.61250000000000E-01    2.82631883636544E-01    3.01971688156371E-01
    1.65000000000000E-01    2.88930542474789E-01    3.08393421581556E-01
    1.68750000000000E-01    2.95210292646486E-01    3.14783004933558E-01
    1.72500000000000E-01    3.01470704409216E-01    3.21140143382729E-01
    1.76250000000000E-01    3.07711348020555E-01    3.27464544626026E-01
    1.80000000000000E-01    3.13931793738082E-01    3.33755918898124E-01
    1.83750000000000E-01    3.20131611819377E-01    3.40013978982360E-01
    1.87500000000000E-01    3.26310372522017E-01    3.46238440221503E-01
    1.91250000000000E-01    3.32467646103581E-01    3.52429020528360E-01
    1.95000000000000E-01    3.38603002821647E-01    3.58585440396201E-01
    1.98750000000000E-01    3.44716012933794E-01    3.64707422909024E-01
    2.02500000000000E-01    3.50806246697601E-01    3.70794693751634E-01
    2.06250000000000E-01    3.56873274370645E-01    3.76846981219563E-01
    2.10000000000000E-01    3.62916666210506E-01    3.82864016228808E-01
    2.13750000000000E-01    3.68935992474761E-01    3.88845532325404E-01
    2.17500000000000E-01    3.74930823420990E-01    3.94791265694819E-01
    2.21250000000000E-01    3.80900729306770E-01    4.00700955171181E-01
    2.25000000000000E-01    3.86845280389681E-01    4.06574342246323E-01
    2.28750000000000E-01    3.92764046927300E-01    4.12411171078670E-01
    2.32500000000000E-01    3.98656599177206E-01    4.18211188501937E-01
    2.36250000000000E-01    4.04522507396979E-01    4.23974144033664E-01
    2.40000000000000E-01    4.10361341844195E-01    4.29699789883576E-01
    2.43750000000000E-01    4.16172672776434E-01    4.35387880961765E-01
    2.47500000000000E-01    4.21956070451274E-01    4.41038174886704E-01
    2.51250000000000E-01    4.27711105126293E-01    4.46650431993083E-01
    2.55000000000000E-01    4.33437347059071E-01    4.52224415339475E-01
    2.58750000000000E-01    4.39134366507185E-01    4.57759890715826E-01
    2.62500000000000E-01    4.44801733728214E-01    4.63256626650771E-01
