# x numerical exact absolute_error
   0.000000000000000E+00   5.000000000000000E-01   5.000000000000000E-01   0.000000000000000E+00
   1.000000000000000E-01   6.570000000000000E-01   6.574145409621763E-01   4.145409621763019E-04
   2.000000000000000E-01   8.284350000000000E-01   8.292986209199150E-01   8.636209199149869E-04
   3.000000000000000E-01   1.013720675000000E+00   1.015070596211999E+00   1.349921211998506E-03
   4.000000000000000E-01   1.212211345875000E+00   1.214087651179365E+00   1.876305304364445E-03
   5.000000000000000E-01   1.423193537191875E+00   1.425639364649936E+00   2.445827458060768E-03
   6.000000000000000E-01   1.645878858597022E+00   1.648940599804746E+00   3.061741207723845E-03
   7.000000000000000E-01   1.879396138749709E+00   1.883123646264761E+00   3.727507515052020E-03
   7.999999999999999E-01   2.122782733318429E+00   2.127229535753766E+00   4.446802435336572E-03
   8.999999999999999E-01   2.374974920316864E+00   2.380198444421525E+00   5.223524104661426E-03
   9.999999999999999E-01   2.634797286950135E+00   2.640859085770478E+00   6.061798820343078E-03
   1.100000000000000E+00   2.900951002079899E+00   2.907916988026782E+00   6.965985946883357E-03
   1.200000000000000E+00   3.172000857298289E+00   3.179941538631727E+00   7.940681333438615E-03
   1.300000000000000E+00   3.446360947314609E+00   3.455351666190377E+00   8.990718875768078E-03
   1.400000000000000E+00   3.722278846782643E+00   3.732400016577664E+00   1.012116979502098E-02
   1.500000000000000E+00   3.997818125694820E+00   4.009155464830967E+00   1.133733913614687E-02
   1.600000000000000E+00   4.270839028892777E+00   4.283483787802444E+00   1.264475890966743E-02
   1.700000000000000E+00   4.538977126926518E+00   4.553026304136401E+00   1.404917720988230E-02
   1.800000000000000E+00   4.799619725253803E+00   4.815176267793530E+00   1.555654253972705E-02
   1.900000000000001E+00   5.049879796405452E+00   5.067052778860365E+00   1.717298245491339E-02
   2.000000000000000E+00   5.286567175028024E+00   5.305471950534677E+00   1.890477550665359E-02
